Writing embeddings.word_embeddings.weight shape=(128100, 768) dtype=float32
Writing encoder.layer.7.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.8.attention.self.query_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.8.attention.self.query_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.8.attention.self.key_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.8.attention.self.key_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.8.attention.self.value_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.8.attention.self.value_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.8.attention.output.dense.weight shape=(768, 768) dtype=float32
Writing encoder.layer.8.attention.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.8.attention.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.8.attention.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.8.intermediate.dense.weight shape=(3072, 768) dtype=float32
Writing encoder.layer.8.intermediate.dense.bias shape=(3072,) dtype=float32
Writing encoder.layer.8.output.dense.weight shape=(768, 3072) dtype=float32
Writing encoder.layer.8.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.8.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.8.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.9.attention.self.query_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.9.attention.self.query_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.9.attention.self.key_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.9.attention.self.key_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.9.attention.self.value_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.9.attention.self.value_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.9.attention.output.dense.weight shape=(768, 768) dtype=float32
Writing encoder.layer.9.attention.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.9.attention.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.9.attention.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.9.intermediate.dense.weight shape=(3072, 768) dtype=float32
Writing encoder.layer.9.intermediate.dense.bias shape=(3072,) dtype=float32
Writing encoder.layer.9.output.dense.weight shape=(768, 3072) dtype=float32
Writing encoder.layer.9.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.9.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.9.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.10.attention.self.query_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.10.attention.self.query_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.10.attention.self.key_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.10.attention.self.key_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.10.attention.self.value_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.10.attention.self.value_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.10.attention.output.dense.weight shape=(768, 768) dtype=float32
Writing encoder.layer.10.attention.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.10.attention.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.10.attention.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.10.intermediate.dense.weight shape=(3072, 768) dtype=float32
Writing encoder.layer.10.intermediate.dense.bias shape=(3072,) dtype=float32
Writing encoder.layer.10.output.dense.weight shape=(768, 3072) dtype=float32
Writing encoder.layer.10.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.10.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.10.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.11.attention.self.query_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.11.attention.self.query_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.11.attention.self.key_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.11.attention.self.key_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.11.attention.self.value_proj.weight shape=(768, 768) dtype=float32
Writing encoder.layer.11.attention.self.value_proj.bias shape=(768,) dtype=float32
Writing encoder.layer.11.attention.output.dense.weight shape=(768, 768) dtype=float32
Writing encoder.layer.11.attention.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.11.attention.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.11.attention.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.layer.11.intermediate.dense.weight shape=(3072, 768) dtype=float32
Writing encoder.layer.11.intermediate.dense.bias shape=(3072,) dtype=float32
Writing encoder.layer.11.output.dense.weight shape=(768, 3072) dtype=float32
Writing encoder.layer.11.output.dense.bias shape=(768,) dtype=float32
Writing encoder.layer.11.output.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.layer.11.output.LayerNorm.bias shape=(768,) dtype=float32
Writing encoder.rel_embeddings.weight shape=(512, 768) dtype=float32
Writing encoder.LayerNorm.weight shape=(768,) dtype=float32
Writing encoder.LayerNorm.bias shape=(768,) dtype=float32
